sale_id,date,customer_id,product_id,category,quantity,unit_price,discount,total_amount,payment_method,store_location
SALE-001277,2026-05-05 02:34:13,CUS-000170,PROD-0227,Hogar,1,509.19,0.0,509.19,Tarjeta CMR,San Isidro
SALE-001278,2026-03-19 17:28:27,CUS-008309,PROD-0014,Moda,1,57.78,0.0,57.78,App Fpay,San Isidro
SALE-001279,2026-04-11 08:26:04,CUS-003124,PROD-0687,Electrohogar,2,836.57,0.0,1673.14,Efectivo,Lima Centro
SALE-001280,2026-05-08 17:55:34,CUS-009382,PROD-0759,Calzado,1,149.31,0.0,149.31,Débito,San Isidro
SALE-001281,2026-01-01 15:23:10,CUS-000978,PROD-0273,Hogar,1,62.72,0.0,62.72,Débito,Online
SALE-001282,2026-03-06 22:03:58,CUS-003887,PROD-0656,Hogar,1,446.9,0.0,446.9,Tarjeta CMR,Online
SALE-001283,2026-04-27 13:46:10,CUS-004695,PROD-0760,Tecnología,1,629.14,0.0,629.14,App Fpay,Miraflores
SALE-001284,2026-04-09 19:31:22,CUS-007087,PROD-0603,Tecnología,1,393.41,0.0,393.41,Débito,Miraflores
SALE-001285,2026-01-09 21:11:01,CUS-003094,PROD-0802,Tecnología,2,4404.11,0.0,8808.22,App Fpay,Online
SALE-001286,2026-01-03 23:44:27,CUS-002673,PROD-0965,Calzado,1,291.11,0.0,291.11,Débito,San Isidro
SALE-001287,2026-01-21 21:09:03,CUS-001798,PROD-0724,Electrohogar,4,4010.39,0.15,13635.33,Débito,Online
SALE-001288,2026-04-06 10:44:03,CUS-001088,PROD-0226,Tecnología,1,4997.51,0.0,4997.51,Tarjeta CMR,San Isidro
SALE-001289,2026-03-18 03:08:22,CUS-005458,PROD-0493,Calzado,1,178.89,0.0,178.89,Tarjeta CMR,San Isidro
SALE-001290,2026-04-06 02:26:39,CUS-002885,PROD-0962,Electrohogar,2,1811.91,0.0,3623.82,App Fpay,San Isidro
SALE-001291,2026-05-01 20:24:12,CUS-009146,PROD-0824,Hogar,1,337.64,0.0,337.64,Débito,Lima Centro
SALE-001292,2026-02-25 21:46:13,CUS-007563,PROD-0777,Calzado,1,192.92,0.0,192.92,Débito,Miraflores
SALE-001293,2026-03-16 10:28:00,CUS-006132,PROD-0136,Hogar,1,825.25,0.15,701.46,Débito,Lima Centro
SALE-001294,2026-04-03 17:04:18,CUS-009431,PROD-0999,Calzado,2,389.22,0.15,661.67,Efectivo,Miraflores
SALE-001295,2026-02-14 23:05:06,CUS-007947,PROD-0203,Moda,1,104.21,0.15,88.58,Tarjeta CMR,Online
SALE-001296,2026-04-28 12:44:50,CUS-009595,PROD-0344,Calzado,1,104.45,0.15,88.78,App Fpay,San Isidro
SALE-001297,2026-01-17 00:51:16,CUS-000569,PROD-0862,Calzado,2,346.06,0.0,692.12,Efectivo,San Isidro
SALE-001298,2026-04-23 01:29:08,CUS-005519,PROD-0758,Hogar,1,1174.14,0.0,1174.14,App Fpay,Miraflores
SALE-001299,2026-04-04 21:56:39,CUS-007920,PROD-0276,Tecnología,1,3622.19,0.0,3622.19,Débito,Miraflores
SALE-001300,2026-04-29 20:15:11,CUS-004264,PROD-0417,Tecnología,1,4002.65,0.0,4002.65,Tarjeta CMR,San Isidro
SALE-001301,2026-05-10 00:44:33,CUS-003228,PROD-0412,Hogar,2,614.64,0.0,1229.28,Efectivo,Miraflores
SALE-001302,2026-04-05 02:25:43,CUS-007370,PROD-0802,Tecnología,2,4404.11,0.0,8808.22,Débito,Online
SALE-001303,2026-01-24 04:44:34,CUS-008024,PROD-0361,Tecnología,1,6870.59,0.0,6870.59,Efectivo,Online
SALE-001304,2026-01-19 10:01:59,CUS-003629,PROD-0723,Calzado,3,510.95,0.0,1532.85,Efectivo,Lima Centro
SALE-001305,2026-02-17 04:27:08,CUS-002371,PROD-0159,Moda,1,148.67,0.15,126.37,Efectivo,Miraflores
SALE-001306,2026-01-05 10:59:15,CUS-001508,PROD-0386,Calzado,1,501.05,0.0,501.05,App Fpay,San Isidro
SALE-001307,2026-04-01 17:26:35,CUS-006326,PROD-0635,Tecnología,2,2010.37,0.15,3417.63,Débito,Online
SALE-001308,2026-01-13 11:22:52,CUS-001864,PROD-0101,Electrohogar,1,3626.16,0.0,3626.16,Efectivo,San Isidro
SALE-001309,2026-01-15 21:42:47,CUS-003623,PROD-0902,Calzado,2,139.77,0.0,279.54,Efectivo,Online
SALE-001310,2026-05-02 03:12:29,CUS-003138,PROD-0672,Moda,1,67.26,0.15,57.17,Efectivo,Miraflores
SALE-001311,2026-01-15 01:09:11,CUS-008345,PROD-0400,Moda,1,140.59,0.0,140.59,Tarjeta CMR,Miraflores
SALE-001312,2026-04-16 16:04:56,CUS-007101,PROD-0374,Tecnología,2,2286.76,0.0,4573.52,Tarjeta CMR,Online
SALE-001313,2026-04-16 14:32:55,CUS-001016,PROD-0712,Tecnología,1,2860.61,0.0,2860.61,App Fpay,Online
SALE-001314,2026-01-14 02:30:19,CUS-004337,PROD-0302,Electrohogar,1,2343.95,0.0,2343.95,Débito,Online
SALE-001315,2026-04-20 22:42:58,CUS-000754,PROD-0939,Tecnología,1,1214.68,0.0,1214.68,Débito,Online
SALE-001316,2026-02-21 21:34:17,CUS-000779,PROD-0083,Tecnología,3,2851.81,0.0,8555.43,App Fpay,Lima Centro
SALE-001317,2026-03-18 09:57:26,CUS-009485,PROD-0057,Calzado,1,438.67,0.0,438.67,App Fpay,Online
SALE-001318,2026-01-01 20:52:58,CUS-009782,PROD-0898,Calzado,2,181.61,0.0,363.22,Efectivo,San Isidro
SALE-001319,2026-01-01 04:35:48,CUS-009741,PROD-0459,Moda,1,95.75,0.0,95.75,App Fpay,Lima Centro
SALE-001320,2026-02-22 00:02:53,CUS-003295,PROD-0355,Electrohogar,1,2264.53,0.0,2264.53,Débito,Lima Centro
SALE-001321,2026-02-03 11:44:14,CUS-008283,PROD-0298,Tecnología,1,6793.77,0.0,6793.77,Débito,Lima Centro
SALE-001322,2026-01-19 06:49:21,CUS-009913,PROD-0714,Hogar,2,481.99,0.0,963.98,App Fpay,San Isidro
SALE-001323,2026-03-15 04:18:37,CUS-005126,PROD-0348,Electrohogar,1,4042.45,0.0,4042.45,App Fpay,Online
SALE-001324,2026-01-20 07:18:07,CUS-006507,PROD-0768,Electrohogar,2,1187.55,0.0,2375.1,Débito,Lima Centro
SALE-001325,2026-01-31 02:11:16,CUS-003753,PROD-0911,Hogar,1,1082.06,0.15,919.75,Tarjeta CMR,Miraflores
SALE-001326,2026-04-26 08:27:03,CUS-000672,PROD-0818,Hogar,2,28.7,0.0,57.4,Tarjeta CMR,Miraflores
SALE-001327,2026-01-14 07:19:50,CUS-008496,PROD-0937,Hogar,3,650.49,0.0,1951.47,Débito,Miraflores
SALE-001328,2026-01-17 08:14:11,CUS-001872,PROD-0632,Hogar,1,188.69,0.0,188.69,Efectivo,Online
SALE-001329,2026-01-14 03:07:51,CUS-004548,PROD-0986,Tecnología,1,6715.69,0.15,5708.34,Tarjeta CMR,San Isidro
SALE-001330,2026-05-07 03:27:08,CUS-000111,PROD-0754,Hogar,1,202.57,0.0,202.57,Efectivo,San Isidro
SALE-001331,2026-02-09 09:54:52,CUS-000047,PROD-0406,Calzado,1,434.08,0.0,434.08,Tarjeta CMR,San Isidro
SALE-001332,2026-03-15 22:53:53,CUS-007311,PROD-0475,Hogar,1,42.42,0.0,42.42,Efectivo,Miraflores
SALE-001333,2026-04-03 05:58:53,CUS-006124,PROD-0018,Electrohogar,1,2095.09,0.0,2095.09,Tarjeta CMR,Lima Centro
SALE-001334,2026-03-22 17:43:12,CUS-006069,PROD-0162,Hogar,3,272.29,0.0,816.87,Débito,San Isidro
SALE-001335,2026-01-02 20:21:51,CUS-003733,PROD-0296,Moda,1,185.7,0.0,185.7,Efectivo,Online
SALE-001336,2026-04-25 19:41:36,CUS-002726,PROD-0531,Tecnología,1,6572.55,0.0,6572.55,Efectivo,Miraflores
SALE-001337,2026-01-07 13:42:48,CUS-002906,PROD-0602,Moda,2,55.84,0.0,111.68,App Fpay,Miraflores
SALE-001338,2026-02-04 07:06:11,CUS-007201,PROD-0204,Tecnología,1,4016.84,0.15,3414.31,App Fpay,Online
SALE-001339,2026-03-31 23:18:15,CUS-009108,PROD-0776,Tecnología,1,3392.93,0.15,2883.99,Tarjeta CMR,Lima Centro
SALE-001340,2026-02-25 00:36:19,CUS-002172,PROD-0907,Moda,2,339.65,0.0,679.3,App Fpay,Online
SALE-001341,2026-04-14 11:02:33,CUS-004591,PROD-0617,Tecnología,1,4175.1,0.0,4175.1,Tarjeta CMR,Miraflores
SALE-001342,2026-03-31 07:32:20,CUS-006582,PROD-0207,Moda,1,245.39,0.0,245.39,App Fpay,Lima Centro
SALE-001343,2026-03-24 06:34:33,CUS-009271,PROD-0395,Moda,2,82.25,0.0,164.5,Débito,Miraflores
SALE-001344,2026-01-12 03:14:24,CUS-003774,PROD-0734,Tecnología,1,430.46,0.0,430.46,Tarjeta CMR,San Isidro
SALE-001345,2026-01-18 19:55:43,CUS-006400,PROD-0056,Hogar,1,695.53,0.15,591.2,Efectivo,San Isidro
SALE-001346,2026-02-24 16:30:11,CUS-009159,PROD-0715,Calzado,1,85.59,0.0,85.59,Débito,San Isidro
SALE-001347,2026-01-30 07:14:31,CUS-009889,PROD-0873,Tecnología,2,1977.02,0.0,3954.04,Efectivo,Miraflores
SALE-001348,2026-03-29 03:19:16,CUS-003596,PROD-0978,Tecnología,1,1012.17,0.0,1012.17,Débito,San Isidro
SALE-001349,2026-02-06 09:56:40,CUS-001287,PROD-0629,Moda,1,47.15,0.0,47.15,Débito,Lima Centro
SALE-001350,2026-03-03 23:27:41,CUS-000397,PROD-0561,Calzado,3,216.13,0.0,648.39,Débito,Lima Centro
SALE-001351,2026-01-12 01:58:08,CUS-001000,PROD-0447,Moda,1,111.86,0.0,111.86,App Fpay,Online
SALE-001352,2026-03-29 19:02:29,CUS-007206,PROD-0750,Calzado,1,222.06,0.0,222.06,App Fpay,Online
SALE-001353,2026-01-27 13:37:09,CUS-008094,PROD-0291,Calzado,3,95.86,0.15,244.44,Efectivo,Online
SALE-001354,2026-03-07 02:45:54,CUS-003607,PROD-0919,Moda,1,251.47,0.0,251.47,Débito,Lima Centro
SALE-001355,2026-04-03 13:57:17,CUS-003882,PROD-0219,Moda,1,133.84,0.0,133.84,Efectivo,Miraflores
SALE-001356,2026-01-29 05:44:11,CUS-009684,PROD-0414,Tecnología,1,291.8,0.0,291.8,Tarjeta CMR,San Isidro
SALE-001357,2026-04-19 11:28:54,CUS-001736,PROD-0495,Hogar,3,210.51,0.0,631.53,Débito,Miraflores
SALE-001358,2026-02-19 21:17:48,CUS-001162,PROD-0499,Electrohogar,1,1649.72,0.0,1649.72,App Fpay,Online
SALE-001359,2026-04-27 06:14:22,CUS-001502,PROD-0011,Calzado,1,210.79,0.0,210.79,Débito,Lima Centro
SALE-001360,2026-02-04 04:34:44,CUS-003607,PROD-0281,Hogar,1,1190.36,0.0,1190.36,Tarjeta CMR,Online
SALE-001361,2026-02-19 21:31:57,CUS-008204,PROD-0072,Tecnología,1,1246.46,0.0,1246.46,Efectivo,Miraflores
SALE-001362,2026-01-10 04:07:58,CUS-005063,PROD-0748,Tecnología,1,2080.36,0.0,2080.36,Efectivo,Lima Centro
SALE-001363,2026-04-22 19:55:09,CUS-001978,PROD-0024,Hogar,1,628.81,0.0,628.81,Débito,Lima Centro
SALE-001364,2026-02-19 09:36:08,CUS-007151,PROD-0703,Moda,1,121.09,0.0,121.09,App Fpay,Online
SALE-001365,2026-05-03 16:19:07,CUS-003081,PROD-0767,Tecnología,2,3778.54,0.0,7557.08,Débito,Lima Centro
SALE-001366,2026-04-18 08:37:53,CUS-000036,PROD-0292,Tecnología,1,4607.71,0.0,4607.71,App Fpay,Lima Centro
SALE-001367,2026-02-23 16:35:51,CUS-008816,PROD-0335,Tecnología,1,1537.17,0.0,1537.17,Tarjeta CMR,Lima Centro
SALE-001368,2026-02-02 04:30:21,CUS-001601,PROD-0050,Electrohogar,3,868.67,0.0,2606.01,Tarjeta CMR,Miraflores
SALE-001369,2026-04-06 03:47:14,CUS-009939,PROD-0677,Moda,2,101.68,0.0,203.36,App Fpay,Miraflores
SALE-001370,2026-05-04 10:32:24,CUS-000260,PROD-0962,Electrohogar,1,1811.91,0.15,1540.12,Efectivo,Lima Centro
SALE-001371,2026-04-20 13:26:13,CUS-004267,PROD-0220,Tecnología,1,5577.06,0.0,5577.06,Efectivo,Miraflores
SALE-001372,2026-04-07 16:14:35,CUS-007755,PROD-0749,Tecnología,2,626.35,0.0,1252.7,App Fpay,Miraflores
SALE-001373,2026-03-26 11:14:14,CUS-006335,PROD-0166,Tecnología,1,6763.09,0.0,6763.09,App Fpay,Lima Centro
SALE-001374,2026-01-31 17:49:11,CUS-007647,PROD-0157,Hogar,1,847.28,0.0,847.28,Tarjeta CMR,Lima Centro
SALE-001375,2026-01-29 15:18:02,CUS-001398,PROD-0234,Calzado,1,212.78,0.15,180.86,Tarjeta CMR,Online
SALE-001376,2026-02-19 21:54:13,CUS-009251,PROD-0114,Hogar,2,756.49,0.0,1512.98,Tarjeta CMR,Miraflores
SALE-001377,2026-01-07 17:59:32,CUS-004555,PROD-0410,Hogar,1,1059.96,0.15,900.97,App Fpay,Miraflores
SALE-001378,2026-03-07 10:41:40,CUS-000317,PROD-0910,Moda,2,214.04,0.0,428.08,App Fpay,Lima Centro
SALE-001379,2026-03-21 07:07:51,CUS-002232,PROD-0271,Calzado,1,433.81,0.0,433.81,App Fpay,Lima Centro
SALE-001380,2026-01-07 13:38:40,CUS-007671,PROD-0321,Tecnología,2,5427.76,0.0,10855.52,App Fpay,Miraflores
SALE-001381,2026-05-03 19:31:10,CUS-006674,PROD-0526,Moda,1,339.61,0.0,339.61,App Fpay,San Isidro
SALE-001382,2026-03-07 03:18:44,CUS-006212,PROD-0657,Calzado,1,459.29,0.15,390.4,Tarjeta CMR,San Isidro
SALE-001383,2026-04-19 01:29:39,CUS-005234,PROD-0924,Hogar,1,1180.12,0.0,1180.12,Tarjeta CMR,Lima Centro
SALE-001384,2026-03-28 21:35:53,CUS-006694,PROD-0361,Tecnología,1,6870.59,0.0,6870.59,App Fpay,Lima Centro
SALE-001385,2026-01-23 16:36:29,CUS-002716,PROD-0556,Calzado,1,228.8,0.15,194.48,App Fpay,Miraflores
SALE-001386,2026-04-28 02:18:31,CUS-007172,PROD-0068,Electrohogar,2,602.33,0.15,1023.96,Tarjeta CMR,San Isidro
SALE-001387,2026-03-22 10:19:04,CUS-009230,PROD-0085,Calzado,1,238.55,0.0,238.55,Efectivo,Lima Centro
SALE-001388,2026-03-18 02:39:07,CUS-007976,PROD-0314,Electrohogar,1,3429.76,0.0,3429.76,Tarjeta CMR,Miraflores
SALE-001389,2026-01-15 06:14:25,CUS-001456,PROD-0556,Calzado,2,228.8,0.0,457.6,Efectivo,Lima Centro
SALE-001390,2026-02-16 02:42:04,CUS-003959,PROD-0979,Electrohogar,2,2459.18,0.0,4918.36,Tarjeta CMR,San Isidro
SALE-001391,2026-01-16 08:38:31,CUS-000379,PROD-0836,Calzado,1,222.38,0.0,222.38,Débito,Online
SALE-001392,2026-02-03 01:34:02,CUS-004527,PROD-0523,Electrohogar,1,4168.61,0.0,4168.61,App Fpay,San Isidro
SALE-001393,2026-03-01 03:15:11,CUS-004404,PROD-0018,Electrohogar,1,2095.09,0.0,2095.09,Tarjeta CMR,San Isidro
SALE-001394,2026-03-30 13:28:43,CUS-007836,PROD-0855,Electrohogar,1,1241.94,0.0,1241.94,App Fpay,Online
SALE-001395,2026-02-19 09:02:00,CUS-002342,PROD-0312,Moda,1,34.85,0.15,29.62,Débito,San Isidro
SALE-001396,2026-04-17 00:27:02,CUS-002839,PROD-0823,Tecnología,4,5334.85,0.0,21339.4,Débito,Miraflores
SALE-001397,2026-01-22 07:29:30,CUS-002064,PROD-0137,Moda,1,281.5,0.0,281.5,App Fpay,San Isidro
SALE-001398,2026-03-08 12:50:34,CUS-004747,PROD-0856,Moda,1,204.88,0.0,204.88,Efectivo,Miraflores
SALE-001399,2026-02-03 21:38:30,CUS-009322,PROD-0271,Calzado,1,433.81,0.0,433.81,Débito,Miraflores
SALE-001400,2026-05-07 07:28:42,CUS-009113,PROD-0049,Calzado,1,156.11,0.15,132.69,Tarjeta CMR,San Isidro
SALE-001401,2026-02-26 11:07:34,CUS-005814,PROD-0389,Moda,3,109.54,0.0,328.62,Tarjeta CMR,Lima Centro
SALE-001402,2026-03-19 02:48:13,CUS-009850,PROD-0818,Hogar,1,28.7,0.0,28.7,Tarjeta CMR,San Isidro
SALE-001403,2026-01-18 15:35:54,CUS-008973,PROD-0183,Calzado,1,135.84,0.15,115.46,Tarjeta CMR,Online
SALE-001404,2026-01-17 20:08:05,CUS-009822,PROD-0658,Calzado,1,353.51,0.0,353.51,Efectivo,Miraflores
SALE-001405,2026-02-06 02:01:09,CUS-004120,PROD-0651,Electrohogar,2,1694.53,0.0,3389.06,Débito,Lima Centro
SALE-001406,2026-03-04 22:46:38,CUS-009712,PROD-0260,Tecnología,2,1092.55,0.0,2185.1,Débito,Miraflores
SALE-001407,2026-02-03 09:13:18,CUS-004059,PROD-0433,Calzado,1,257.26,0.0,257.26,Débito,San Isidro
SALE-001408,2026-05-10 09:07:00,CUS-003969,PROD-0231,Hogar,1,1186.37,0.15,1008.41,Tarjeta CMR,Lima Centro
SALE-001409,2026-03-10 06:49:21,CUS-006564,PROD-0037,Hogar,2,1113.44,0.15,1892.85,Débito,San Isidro
SALE-001410,2026-03-14 16:52:54,CUS-001914,PROD-0120,Moda,1,153.88,0.0,153.88,Efectivo,San Isidro
SALE-001411,2026-02-26 17:20:58,CUS-008254,PROD-0491,Moda,4,160.27,0.0,641.08,Tarjeta CMR,San Isidro
SALE-001412,2026-05-06 15:45:56,CUS-007336,PROD-0390,Hogar,1,501.37,0.0,501.37,Débito,Online
SALE-001413,2026-01-05 08:04:21,CUS-004742,PROD-0523,Electrohogar,1,4168.61,0.15,3543.32,Tarjeta CMR,Miraflores
SALE-001414,2026-02-09 17:30:51,CUS-006910,PROD-0925,Hogar,1,293.83,0.0,293.83,Efectivo,Miraflores
SALE-001415,2026-03-09 23:57:25,CUS-002792,PROD-0486,Electrohogar,1,3278.99,0.15,2787.14,Efectivo,Lima Centro
SALE-001416,2026-02-22 11:34:27,CUS-004182,PROD-0034,Calzado,1,305.19,0.15,259.41,Tarjeta CMR,Lima Centro
SALE-001417,2026-05-01 21:19:47,CUS-009671,PROD-0881,Moda,1,175.48,0.0,175.48,Débito,San Isidro
SALE-001418,2026-04-29 21:24:10,CUS-006322,PROD-0707,Hogar,4,973.26,0.15,3309.08,Efectivo,Lima Centro
SALE-001419,2026-05-03 04:58:45,CUS-003914,PROD-0593,Calzado,1,479.27,0.0,479.27,Débito,Lima Centro
SALE-001420,2026-04-04 09:33:31,CUS-000866,PROD-0952,Hogar,1,393.66,0.15,334.61,App Fpay,San Isidro
SALE-001421,2026-05-03 16:34:44,CUS-009476,PROD-0489,Calzado,1,99.13,0.0,99.13,Tarjeta CMR,Lima Centro
SALE-001422,2026-01-07 19:14:08,CUS-001509,PROD-0388,Calzado,1,458.52,0.0,458.52,App Fpay,San Isidro
SALE-001423,2026-01-11 19:02:23,CUS-005966,PROD-0111,Moda,1,68.49,0.0,68.49,App Fpay,Lima Centro
SALE-001424,2026-02-04 06:06:29,CUS-008416,PROD-0481,Electrohogar,4,3334.94,0.15,11338.8,Tarjeta CMR,San Isidro
SALE-001425,2026-01-12 23:32:24,CUS-007007,PROD-0244,Electrohogar,3,3912.2,0.0,11736.6,Débito,Miraflores
SALE-001426,2026-01-24 19:13:53,CUS-000367,PROD-0274,Electrohogar,2,878.62,0.15,1493.65,App Fpay,Online
SALE-001427,2026-01-24 08:37:51,CUS-003152,PROD-0755,Electrohogar,1,3295.1,0.0,3295.1,Tarjeta CMR,Online
SALE-001428,2026-01-12 06:15:24,CUS-006201,PROD-0991,Tecnología,1,4196.82,0.15,3567.3,Débito,Online
SALE-001429,2026-04-15 11:00:42,CUS-006821,PROD-0191,Moda,1,114.16,0.0,114.16,Efectivo,San Isidro
SALE-001430,2026-03-21 11:12:41,CUS-007168,PROD-0372,Tecnología,3,6614.95,0.0,19844.85,Débito,Miraflores
SALE-001431,2026-03-26 15:20:10,CUS-003003,PROD-0719,Hogar,1,212.53,0.0,212.53,App Fpay,Miraflores
SALE-001432,2026-02-11 03:23:14,CUS-004590,PROD-0790,Tecnología,1,5655.67,0.15,4807.32,Tarjeta CMR,San Isidro
SALE-001433,2026-01-19 21:41:37,CUS-001994,PROD-0335,Tecnología,1,1537.17,0.0,1537.17,Tarjeta CMR,Online
SALE-001434,2026-02-20 21:01:39,CUS-001605,PROD-0963,Electrohogar,1,4408.26,0.0,4408.26,Tarjeta CMR,Online
SALE-001435,2026-03-05 14:40:14,CUS-009412,PROD-0395,Moda,4,82.25,0.0,329.0,Efectivo,Miraflores
SALE-001436,2026-04-09 15:00:59,CUS-001316,PROD-0245,Hogar,1,721.06,0.15,612.9,Efectivo,Miraflores
SALE-001437,2026-02-14 10:13:58,CUS-004558,PROD-0564,Tecnología,1,5229.85,0.15,4445.37,Efectivo,Miraflores
SALE-001438,2026-01-11 01:45:56,CUS-004434,PROD-0629,Moda,3,47.15,0.0,141.45,App Fpay,Online
SALE-001439,2026-05-02 17:24:35,CUS-003188,PROD-0025,Hogar,1,281.06,0.0,281.06,Efectivo,San Isidro
SALE-001440,2026-02-22 14:20:30,CUS-003319,PROD-0158,Electrohogar,1,3056.47,0.0,3056.47,Efectivo,Miraflores
SALE-001441,2026-02-04 00:01:00,CUS-000725,PROD-0368,Hogar,2,416.25,0.0,832.5,App Fpay,Miraflores
SALE-001442,2026-01-03 14:19:30,CUS-000912,PROD-0606,Electrohogar,1,4299.16,0.0,4299.16,Tarjeta CMR,Miraflores
SALE-001443,2026-02-17 21:34:31,CUS-000299,PROD-0587,Hogar,2,832.9,0.15,1415.93,Efectivo,Online
SALE-001444,2026-01-16 03:25:05,CUS-007615,PROD-0778,Tecnología,2,3123.24,0.15,5309.51,Débito,Lima Centro
SALE-001445,2026-04-23 09:36:43,CUS-005135,PROD-0933,Electrohogar,1,2312.46,0.0,2312.46,Tarjeta CMR,San Isidro
SALE-001446,2026-03-30 09:56:03,CUS-009957,PROD-0696,Tecnología,1,4972.63,0.0,4972.63,Efectivo,Lima Centro
SALE-001447,2026-02-07 04:46:35,CUS-004797,PROD-0487,Electrohogar,2,3676.96,0.0,7353.92,Efectivo,Online
SALE-001448,2026-01-07 15:18:56,CUS-005942,PROD-0324,Tecnología,1,2816.1,0.15,2393.68,Efectivo,Online
SALE-001449,2026-03-05 08:12:24,CUS-000729,PROD-0678,Moda,1,52.34,0.0,52.34,Efectivo,San Isidro
SALE-001450,2026-01-06 04:39:30,CUS-002399,PROD-0911,Hogar,1,1082.06,0.0,1082.06,Efectivo,San Isidro
SALE-001451,2026-04-16 13:20:29,CUS-002933,PROD-0729,Hogar,2,717.33,0.0,1434.66,Débito,Lima Centro
SALE-001452,2026-01-15 13:11:31,CUS-008289,PROD-0657,Calzado,1,459.29,0.0,459.29,Tarjeta CMR,Miraflores
SALE-001453,2026-03-15 05:59:59,CUS-004544,PROD-0039,Calzado,3,345.86,0.0,1037.58,App Fpay,Miraflores
SALE-001454,2026-03-13 06:42:42,CUS-005628,PROD-0660,Electrohogar,1,3071.84,0.0,3071.84,Tarjeta CMR,Miraflores
SALE-001455,2026-01-14 04:04:02,CUS-004831,PROD-0056,Hogar,1,695.53,0.0,695.53,App Fpay,Online
SALE-001456,2026-02-05 11:44:40,CUS-004455,PROD-0646,Electrohogar,1,3636.86,0.0,3636.86,App Fpay,San Isidro
SALE-001457,2026-02-11 11:40:12,CUS-004337,PROD-0860,Calzado,2,358.0,0.15,608.6,Tarjeta CMR,Online
SALE-001458,2026-01-15 21:19:04,CUS-006235,PROD-0142,Hogar,1,60.04,0.0,60.04,Débito,San Isidro
SALE-001459,2026-03-10 07:52:24,CUS-004492,PROD-0507,Electrohogar,1,1968.18,0.0,1968.18,Tarjeta CMR,Online
SALE-001460,2026-02-13 14:22:18,CUS-007381,PROD-0669,Tecnología,2,3536.88,0.0,7073.76,Efectivo,Lima Centro
SALE-001461,2026-03-11 16:27:00,CUS-008468,PROD-0452,Moda,1,131.45,0.15,111.73,App Fpay,Online
SALE-001462,2026-03-19 08:24:31,CUS-007859,PROD-0436,Electrohogar,1,4172.61,0.0,4172.61,Efectivo,Online
SALE-001463,2026-02-07 08:41:44,CUS-002264,PROD-0708,Calzado,1,241.42,0.0,241.42,Efectivo,Miraflores
SALE-001464,2026-02-16 08:13:01,CUS-008294,PROD-0987,Moda,2,209.43,0.0,418.86,Efectivo,Lima Centro
SALE-001465,2026-04-10 01:49:59,CUS-006723,PROD-0243,Moda,1,343.91,0.0,343.91,Efectivo,Online
SALE-001466,2026-02-03 21:13:51,CUS-004674,PROD-0821,Moda,2,196.54,0.0,393.08,Débito,Lima Centro
SALE-001467,2026-02-06 09:57:40,CUS-008231,PROD-0914,Calzado,1,226.87,0.15,192.84,App Fpay,Lima Centro
SALE-001468,2026-03-27 06:06:08,CUS-003332,PROD-0316,Calzado,2,205.84,0.0,411.68,App Fpay,Online
SALE-001469,2026-04-01 02:10:42,CUS-000289,PROD-0447,Moda,1,111.86,0.0,111.86,Efectivo,San Isidro
SALE-001470,2026-01-21 11:43:46,CUS-007511,PROD-0149,Calzado,1,447.78,0.0,447.78,Débito,Online
SALE-001471,2026-03-28 19:21:16,CUS-000419,PROD-0284,Calzado,2,566.26,0.15,962.64,Efectivo,San Isidro
SALE-001472,2026-05-07 09:03:25,CUS-006416,PROD-0457,Moda,1,198.28,0.0,198.28,Efectivo,San Isidro
SALE-001473,2026-02-16 06:12:59,CUS-004106,PROD-0597,Hogar,1,1182.7,0.0,1182.7,App Fpay,Miraflores
SALE-001474,2026-03-12 15:13:05,CUS-003222,PROD-0925,Hogar,2,293.83,0.0,587.66,Débito,Online
SALE-001475,2026-03-31 01:25:21,CUS-002818,PROD-0101,Electrohogar,1,3626.16,0.0,3626.16,Débito,Miraflores
SALE-001476,2026-05-04 06:48:25,CUS-007362,PROD-0960,Calzado,1,345.47,0.0,345.47,Efectivo,Online
SALE-001477,2026-03-13 23:08:08,CUS-003532,PROD-0982,Electrohogar,2,4354.13,0.0,8708.26,Efectivo,San Isidro
SALE-001478,2026-02-18 11:42:40,CUS-004393,PROD-0939,Tecnología,1,1214.68,0.0,1214.68,Débito,Lima Centro
SALE-001479,2026-04-18 05:40:11,CUS-005328,PROD-0104,Tecnología,1,4592.42,0.0,4592.42,App Fpay,Lima Centro
SALE-001480,2026-02-22 06:30:09,CUS-003121,PROD-0444,Hogar,4,308.97,0.0,1235.88,App Fpay,Miraflores
SALE-001481,2026-01-29 02:51:22,CUS-006515,PROD-0006,Calzado,2,470.53,0.0,941.06,Débito,San Isidro
SALE-001482,2026-04-01 22:15:02,CUS-000446,PROD-0374,Tecnología,1,2286.76,0.0,2286.76,Tarjeta CMR,Miraflores
SALE-001483,2026-03-08 17:48:00,CUS-007325,PROD-0685,Electrohogar,1,1125.96,0.0,1125.96,Efectivo,Lima Centro
SALE-001484,2026-02-28 13:25:01,CUS-006454,PROD-0932,Hogar,2,278.66,0.15,473.72,Efectivo,Lima Centro
SALE-001485,2026-01-07 12:15:34,CUS-008514,PROD-0214,Tecnología,1,2471.29,0.0,2471.29,Efectivo,San Isidro
SALE-001486,2026-01-05 19:16:48,CUS-002809,PROD-0614,Tecnología,1,5477.48,0.0,5477.48,Tarjeta CMR,Online
