product_id,product_name,category,base_price,stock
PROD-0497,Hogar Item 497,Hogar,503.92,244
PROD-0498,Calzado Item 498,Calzado,410.5,75
PROD-0499,Electrohogar Item 499,Electrohogar,1649.72,399
PROD-0500,Electrohogar Item 500,Electrohogar,3685.03,220
PROD-0501,Tecnología Item 501,Tecnología,2034.23,379
PROD-0502,Calzado Item 502,Calzado,352.41,77
PROD-0503,Tecnología Item 503,Tecnología,2385.32,390
PROD-0504,Moda Item 504,Moda,38.96,52
PROD-0505,Tecnología Item 505,Tecnología,3370.93,39
PROD-0506,Moda Item 506,Moda,154.48,38
PROD-0507,Electrohogar Item 507,Electrohogar,1968.18,343
PROD-0508,Electrohogar Item 508,Electrohogar,1605.8,112
PROD-0509,Tecnología Item 509,Tecnología,2513.24,47
PROD-0510,Moda Item 510,Moda,202.04,56
PROD-0511,Hogar Item 511,Hogar,101.69,115
PROD-0512,Calzado Item 512,Calzado,370.28,402
PROD-0513,Tecnología Item 513,Tecnología,1361.47,99
PROD-0514,Hogar Item 514,Hogar,313.67,61
PROD-0515,Calzado Item 515,Calzado,210.72,331
PROD-0516,Calzado Item 516,Calzado,268.84,96
PROD-0517,Tecnología Item 517,Tecnología,6578.79,242
PROD-0518,Electrohogar Item 518,Electrohogar,4137.86,304
PROD-0519,Tecnología Item 519,Tecnología,4437.83,146
PROD-0520,Hogar Item 520,Hogar,73.32,284
PROD-0521,Moda Item 521,Moda,301.05,115
PROD-0522,Moda Item 522,Moda,181.07,471
PROD-0523,Electrohogar Item 523,Electrohogar,4168.61,77
PROD-0524,Moda Item 524,Moda,174.82,455
PROD-0525,Electrohogar Item 525,Electrohogar,1331.31,63
PROD-0526,Moda Item 526,Moda,339.61,420
PROD-0527,Calzado Item 527,Calzado,117.36,161
PROD-0528,Moda Item 528,Moda,124.86,497
PROD-0529,Electrohogar Item 529,Electrohogar,4203.87,149
PROD-0530,Calzado Item 530,Calzado,126.84,103
PROD-0531,Tecnología Item 531,Tecnología,6572.55,5
PROD-0532,Electrohogar Item 532,Electrohogar,4437.89,103
PROD-0533,Electrohogar Item 533,Electrohogar,3004.41,163
PROD-0534,Electrohogar Item 534,Electrohogar,1512.08,266
PROD-0535,Calzado Item 535,Calzado,435.17,276
PROD-0536,Hogar Item 536,Hogar,274.37,183
PROD-0537,Hogar Item 537,Hogar,864.79,479
PROD-0538,Calzado Item 538,Calzado,438.78,31
PROD-0539,Moda Item 539,Moda,309.49,103
PROD-0540,Hogar Item 540,Hogar,1126.17,284
PROD-0541,Hogar Item 541,Hogar,423.12,206
PROD-0542,Hogar Item 542,Hogar,1034.2,41
PROD-0543,Electrohogar Item 543,Electrohogar,2233.54,477
PROD-0544,Electrohogar Item 544,Electrohogar,3071.68,20
PROD-0545,Calzado Item 545,Calzado,155.77,337
PROD-0546,Calzado Item 546,Calzado,289.79,365
PROD-0547,Moda Item 547,Moda,336.34,135
PROD-0548,Electrohogar Item 548,Electrohogar,1471.81,115
PROD-0549,Tecnología Item 549,Tecnología,2092.19,109
PROD-0550,Calzado Item 550,Calzado,576.65,4
PROD-0551,Electrohogar Item 551,Electrohogar,653.59,497
PROD-0552,Hogar Item 552,Hogar,577.43,88
PROD-0553,Calzado Item 553,Calzado,549.14,484
PROD-0554,Tecnología Item 554,Tecnología,5738.86,359
PROD-0555,Hogar Item 555,Hogar,372.34,157
PROD-0556,Calzado Item 556,Calzado,228.8,420
PROD-0557,Calzado Item 557,Calzado,369.22,102
PROD-0558,Electrohogar Item 558,Electrohogar,2086.17,434
PROD-0559,Moda Item 559,Moda,309.6,311
PROD-0560,Hogar Item 560,Hogar,890.07,293
PROD-0561,Calzado Item 561,Calzado,216.13,162
PROD-0562,Tecnología Item 562,Tecnología,5174.48,413
PROD-0563,Moda Item 563,Moda,205.52,438
PROD-0564,Tecnología Item 564,Tecnología,5229.85,95
PROD-0565,Electrohogar Item 565,Electrohogar,2339.92,112
PROD-0566,Tecnología Item 566,Tecnología,6527.89,318
PROD-0567,Calzado Item 567,Calzado,322.59,232
PROD-0568,Electrohogar Item 568,Electrohogar,4282.04,437
PROD-0569,Moda Item 569,Moda,251.79,322
PROD-0570,Electrohogar Item 570,Electrohogar,1603.53,455
PROD-0571,Calzado Item 571,Calzado,254.79,414
PROD-0572,Electrohogar Item 572,Electrohogar,3543.29,455
PROD-0573,Hogar Item 573,Hogar,620.64,381
PROD-0574,Moda Item 574,Moda,163.47,61
PROD-0575,Moda Item 575,Moda,67.26,28
PROD-0576,Hogar Item 576,Hogar,1040.77,126
PROD-0577,Moda Item 577,Moda,288.98,467
PROD-0578,Moda Item 578,Moda,333.69,135
PROD-0579,Hogar Item 579,Hogar,812.97,6
PROD-0580,Moda Item 580,Moda,321.23,289
PROD-0581,Moda Item 581,Moda,278.17,142
PROD-0582,Calzado Item 582,Calzado,591.64,384
PROD-0583,Electrohogar Item 583,Electrohogar,3567.13,65
PROD-0584,Moda Item 584,Moda,287.08,203
PROD-0585,Electrohogar Item 585,Electrohogar,1217.46,493
PROD-0586,Electrohogar Item 586,Electrohogar,2972.52,206
PROD-0587,Hogar Item 587,Hogar,832.9,378
PROD-0588,Hogar Item 588,Hogar,15.53,28
PROD-0589,Electrohogar Item 589,Electrohogar,4420.6,21
PROD-0590,Moda Item 590,Moda,232.74,9
PROD-0591,Electrohogar Item 591,Electrohogar,2458.17,393
PROD-0592,Electrohogar Item 592,Electrohogar,2873.42,55
PROD-0593,Calzado Item 593,Calzado,479.27,101
PROD-0594,Hogar Item 594,Hogar,199.69,102
PROD-0595,Tecnología Item 595,Tecnología,463.78,231
PROD-0596,Electrohogar Item 596,Electrohogar,1297.7,159
PROD-0597,Hogar Item 597,Hogar,1182.7,244
PROD-0598,Calzado Item 598,Calzado,440.81,355
PROD-0599,Electrohogar Item 599,Electrohogar,4085.62,494
PROD-0600,Calzado Item 600,Calzado,523.85,459
PROD-0601,Electrohogar Item 601,Electrohogar,1722.52,122
PROD-0602,Moda Item 602,Moda,55.84,2
PROD-0603,Tecnología Item 603,Tecnología,393.41,261
PROD-0604,Tecnología Item 604,Tecnología,6643.47,25
PROD-0605,Moda Item 605,Moda,30.8,105
PROD-0606,Electrohogar Item 606,Electrohogar,4299.16,158
PROD-0607,Tecnología Item 607,Tecnología,2852.33,386
PROD-0608,Calzado Item 608,Calzado,581.34,448
PROD-0609,Calzado Item 609,Calzado,336.12,172
PROD-0610,Moda Item 610,Moda,86.23,302
PROD-0611,Tecnología Item 611,Tecnología,6415.8,41
PROD-0612,Tecnología Item 612,Tecnología,3046.99,21
PROD-0613,Hogar Item 613,Hogar,849.75,400
PROD-0614,Tecnología Item 614,Tecnología,5477.48,441
PROD-0615,Calzado Item 615,Calzado,326.75,443
PROD-0616,Moda Item 616,Moda,281.55,309
PROD-0617,Tecnología Item 617,Tecnología,4175.1,316
PROD-0618,Tecnología Item 618,Tecnología,1585.71,434
PROD-0619,Hogar Item 619,Hogar,95.04,449
PROD-0620,Tecnología Item 620,Tecnología,1537.18,31
PROD-0621,Tecnología Item 621,Tecnología,6931.45,350
PROD-0622,Electrohogar Item 622,Electrohogar,2548.81,62
PROD-0623,Moda Item 623,Moda,208.13,61
PROD-0624,Tecnología Item 624,Tecnología,5726.12,440
PROD-0625,Hogar Item 625,Hogar,724.88,468
PROD-0626,Moda Item 626,Moda,345.23,473
PROD-0627,Electrohogar Item 627,Electrohogar,3160.78,241
PROD-0628,Moda Item 628,Moda,129.8,278
PROD-0629,Moda Item 629,Moda,47.15,202
PROD-0630,Tecnología Item 630,Tecnología,5747.38,49
PROD-0631,Calzado Item 631,Calzado,339.14,402
PROD-0632,Hogar Item 632,Hogar,188.69,462
PROD-0633,Moda Item 633,Moda,215.75,100
PROD-0634,Moda Item 634,Moda,205.17,46
PROD-0635,Tecnología Item 635,Tecnología,2010.37,233
PROD-0636,Tecnología Item 636,Tecnología,2757.21,114
PROD-0637,Calzado Item 637,Calzado,285.69,77
PROD-0638,Hogar Item 638,Hogar,976.99,293
PROD-0639,Electrohogar Item 639,Electrohogar,4472.93,439
PROD-0640,Hogar Item 640,Hogar,954.3,89
PROD-0641,Electrohogar Item 641,Electrohogar,2609.9,457
PROD-0642,Tecnología Item 642,Tecnología,4988.4,158
PROD-0643,Tecnología Item 643,Tecnología,4493.11,13
PROD-0644,Moda Item 644,Moda,72.67,83
PROD-0645,Hogar Item 645,Hogar,280.05,239
PROD-0646,Electrohogar Item 646,Electrohogar,3636.86,349
PROD-0647,Hogar Item 647,Hogar,765.96,186
PROD-0648,Electrohogar Item 648,Electrohogar,2028.41,449
PROD-0649,Electrohogar Item 649,Electrohogar,2669.73,266
PROD-0650,Hogar Item 650,Hogar,809.69,230
PROD-0651,Electrohogar Item 651,Electrohogar,1694.53,160
PROD-0652,Electrohogar Item 652,Electrohogar,2350.24,274
PROD-0653,Electrohogar Item 653,Electrohogar,3781.97,119
PROD-0654,Tecnología Item 654,Tecnología,5298.0,73
PROD-0655,Moda Item 655,Moda,306.99,196
PROD-0656,Hogar Item 656,Hogar,446.9,381
PROD-0657,Calzado Item 657,Calzado,459.29,99
PROD-0658,Calzado Item 658,Calzado,353.51,422
PROD-0659,Tecnología Item 659,Tecnología,6424.32,202
PROD-0660,Electrohogar Item 660,Electrohogar,3071.84,68
PROD-0661,Electrohogar Item 661,Electrohogar,3253.2,301
PROD-0662,Calzado Item 662,Calzado,406.92,89
PROD-0663,Electrohogar Item 663,Electrohogar,1261.55,491
PROD-0664,Moda Item 664,Moda,157.89,233
PROD-0665,Electrohogar Item 665,Electrohogar,579.54,65
PROD-0666,Tecnología Item 666,Tecnología,3897.13,390
PROD-0667,Hogar Item 667,Hogar,480.23,461
PROD-0668,Moda Item 668,Moda,94.68,113
PROD-0669,Tecnología Item 669,Tecnología,3536.88,397
PROD-0670,Calzado Item 670,Calzado,532.96,440
PROD-0671,Moda Item 671,Moda,39.92,103
PROD-0672,Moda Item 672,Moda,67.26,374
PROD-0673,Electrohogar Item 673,Electrohogar,2243.45,449
PROD-0674,Calzado Item 674,Calzado,582.39,371
PROD-0675,Calzado Item 675,Calzado,117.75,330
PROD-0676,Electrohogar Item 676,Electrohogar,1176.2,464
PROD-0677,Moda Item 677,Moda,101.68,322
PROD-0678,Moda Item 678,Moda,52.34,173
PROD-0679,Hogar Item 679,Hogar,450.09,304
PROD-0680,Hogar Item 680,Hogar,791.64,279
PROD-0681,Electrohogar Item 681,Electrohogar,3589.19,166
PROD-0682,Moda Item 682,Moda,98.89,198
PROD-0683,Electrohogar Item 683,Electrohogar,667.16,470
PROD-0684,Electrohogar Item 684,Electrohogar,1078.72,179
PROD-0685,Electrohogar Item 685,Electrohogar,1125.96,181
PROD-0686,Tecnología Item 686,Tecnología,212.64,500
PROD-0687,Electrohogar Item 687,Electrohogar,836.57,272
PROD-0688,Tecnología Item 688,Tecnología,4287.94,128
PROD-0689,Electrohogar Item 689,Electrohogar,3730.94,108
PROD-0690,Moda Item 690,Moda,66.23,9
PROD-0691,Hogar Item 691,Hogar,172.91,109
PROD-0692,Hogar Item 692,Hogar,492.2,325
PROD-0693,Electrohogar Item 693,Electrohogar,3804.56,191
PROD-0694,Tecnología Item 694,Tecnología,5178.26,463
PROD-0695,Tecnología Item 695,Tecnología,1456.48,482
PROD-0696,Tecnología Item 696,Tecnología,4972.63,410
PROD-0697,Hogar Item 697,Hogar,1064.8,354
PROD-0698,Calzado Item 698,Calzado,186.47,406
PROD-0699,Hogar Item 699,Hogar,564.89,202
PROD-0700,Electrohogar Item 700,Electrohogar,1656.46,6
PROD-0701,Moda Item 701,Moda,126.88,87
PROD-0702,Moda Item 702,Moda,299.63,266
PROD-0703,Moda Item 703,Moda,121.09,77
PROD-0704,Moda Item 704,Moda,74.05,228
PROD-0705,Calzado Item 705,Calzado,219.85,461
PROD-0706,Electrohogar Item 706,Electrohogar,3040.32,80
PROD-0707,Hogar Item 707,Hogar,973.26,434
PROD-0708,Calzado Item 708,Calzado,241.42,374
PROD-0709,Calzado Item 709,Calzado,290.04,20
PROD-0710,Moda Item 710,Moda,295.46,471
PROD-0711,Calzado Item 711,Calzado,125.86,313
PROD-0712,Tecnología Item 712,Tecnología,2860.61,26
PROD-0713,Moda Item 713,Moda,138.31,145
PROD-0714,Hogar Item 714,Hogar,481.99,485
PROD-0715,Calzado Item 715,Calzado,85.59,211
PROD-0716,Electrohogar Item 716,Electrohogar,1851.06,135
PROD-0717,Tecnología Item 717,Tecnología,1752.28,260
PROD-0718,Calzado Item 718,Calzado,561.78,433
PROD-0719,Hogar Item 719,Hogar,212.53,278
PROD-0720,Calzado Item 720,Calzado,321.61,5
PROD-0721,Hogar Item 721,Hogar,911.77,307
PROD-0722,Calzado Item 722,Calzado,226.29,146
PROD-0723,Calzado Item 723,Calzado,510.95,156
PROD-0724,Electrohogar Item 724,Electrohogar,4010.39,235
PROD-0725,Tecnología Item 725,Tecnología,381.0,213
PROD-0726,Hogar Item 726,Hogar,304.33,437
PROD-0727,Tecnología Item 727,Tecnología,5819.74,199
PROD-0728,Electrohogar Item 728,Electrohogar,2409.64,199
PROD-0729,Hogar Item 729,Hogar,717.33,195
PROD-0730,Moda Item 730,Moda,54.61,372
PROD-0731,Moda Item 731,Moda,204.34,255
PROD-0732,Hogar Item 732,Hogar,635.94,22
PROD-0733,Tecnología Item 733,Tecnología,4093.99,87
PROD-0734,Tecnología Item 734,Tecnología,430.46,320
PROD-0735,Hogar Item 735,Hogar,1064.63,209
PROD-0736,Hogar Item 736,Hogar,408.7,371
PROD-0737,Hogar Item 737,Hogar,604.88,57
PROD-0738,Electrohogar Item 738,Electrohogar,603.82,291
PROD-0739,Hogar Item 739,Hogar,724.25,255
PROD-0740,Calzado Item 740,Calzado,427.92,15
PROD-0741,Tecnología Item 741,Tecnología,5348.38,415
PROD-0742,Tecnología Item 742,Tecnología,1336.46,6
PROD-0743,Calzado Item 743,Calzado,88.78,44
PROD-0744,Calzado Item 744,Calzado,578.78,74
PROD-0745,Hogar Item 745,Hogar,632.8,159
PROD-0746,Tecnología Item 746,Tecnología,6926.63,264
PROD-0747,Tecnología Item 747,Tecnología,548.08,194
PROD-0748,Tecnología Item 748,Tecnología,2080.36,136
PROD-0749,Tecnología Item 749,Tecnología,626.35,239
PROD-0750,Calzado Item 750,Calzado,222.06,478
PROD-0751,Calzado Item 751,Calzado,221.13,84
PROD-0752,Tecnología Item 752,Tecnología,968.51,357
PROD-0753,Calzado Item 753,Calzado,549.5,229
PROD-0754,Hogar Item 754,Hogar,202.57,146
PROD-0755,Electrohogar Item 755,Electrohogar,3295.1,427
PROD-0756,Tecnología Item 756,Tecnología,6040.18,388
PROD-0757,Moda Item 757,Moda,125.13,328
PROD-0758,Hogar Item 758,Hogar,1174.14,201
PROD-0759,Calzado Item 759,Calzado,149.31,179
PROD-0760,Tecnología Item 760,Tecnología,629.14,471
PROD-0761,Hogar Item 761,Hogar,696.93,408
PROD-0762,Tecnología Item 762,Tecnología,1671.91,37
PROD-0763,Tecnología Item 763,Tecnología,5159.34,361
PROD-0764,Calzado Item 764,Calzado,345.26,483
PROD-0765,Hogar Item 765,Hogar,201.2,449
PROD-0766,Tecnología Item 766,Tecnología,3365.4,45
PROD-0767,Tecnología Item 767,Tecnología,3778.54,492
PROD-0768,Electrohogar Item 768,Electrohogar,1187.55,289
PROD-0769,Moda Item 769,Moda,267.63,250
PROD-0770,Electrohogar Item 770,Electrohogar,1985.67,14
PROD-0771,Tecnología Item 771,Tecnología,4540.4,392
PROD-0772,Hogar Item 772,Hogar,458.21,315
PROD-0773,Tecnología Item 773,Tecnología,580.96,150
PROD-0774,Tecnología Item 774,Tecnología,2486.52,490
PROD-0775,Moda Item 775,Moda,188.17,256
PROD-0776,Tecnología Item 776,Tecnología,3392.93,249
PROD-0777,Calzado Item 777,Calzado,192.92,167
PROD-0778,Tecnología Item 778,Tecnología,3123.24,407
PROD-0779,Electrohogar Item 779,Electrohogar,3331.6,457
PROD-0780,Moda Item 780,Moda,129.97,439
PROD-0781,Electrohogar Item 781,Electrohogar,810.58,191
PROD-0782,Hogar Item 782,Hogar,1141.52,146
PROD-0783,Calzado Item 783,Calzado,97.0,462
PROD-0784,Hogar Item 784,Hogar,524.71,184
PROD-0785,Hogar Item 785,Hogar,351.92,378
PROD-0786,Electrohogar Item 786,Electrohogar,611.84,323
PROD-0787,Moda Item 787,Moda,257.64,165
PROD-0788,Electrohogar Item 788,Electrohogar,4120.07,278
PROD-0789,Electrohogar Item 789,Electrohogar,4387.62,57
PROD-0790,Tecnología Item 790,Tecnología,5655.67,32
PROD-0791,Moda Item 791,Moda,166.54,132
PROD-0792,Electrohogar Item 792,Electrohogar,2716.9,426
PROD-0793,Tecnología Item 793,Tecnología,6294.07,261
PROD-0794,Electrohogar Item 794,Electrohogar,2936.41,424
PROD-0795,Hogar Item 795,Hogar,513.81,470
PROD-0796,Electrohogar Item 796,Electrohogar,781.52,58
PROD-0797,Hogar Item 797,Hogar,854.12,465
PROD-0798,Moda Item 798,Moda,257.62,484
PROD-0799,Moda Item 799,Moda,330.35,158
PROD-0800,Calzado Item 800,Calzado,113.58,52
PROD-0801,Moda Item 801,Moda,329.88,178
PROD-0802,Tecnología Item 802,Tecnología,4404.11,325
PROD-0803,Tecnología Item 803,Tecnología,5350.44,25
PROD-0804,Tecnología Item 804,Tecnología,2587.46,292
PROD-0805,Electrohogar Item 805,Electrohogar,3914.51,312
PROD-0806,Tecnología Item 806,Tecnología,6642.77,431
PROD-0807,Electrohogar Item 807,Electrohogar,2700.35,258
PROD-0808,Hogar Item 808,Hogar,993.3,377
PROD-0809,Electrohogar Item 809,Electrohogar,1633.77,309
PROD-0810,Moda Item 810,Moda,109.13,38
PROD-0811,Moda Item 811,Moda,86.43,248
PROD-0812,Tecnología Item 812,Tecnología,1665.36,195
PROD-0813,Hogar Item 813,Hogar,912.58,289
PROD-0814,Moda Item 814,Moda,303.19,49
PROD-0815,Calzado Item 815,Calzado,352.76,457
PROD-0816,Moda Item 816,Moda,74.31,236
PROD-0817,Moda Item 817,Moda,114.23,368
PROD-0818,Hogar Item 818,Hogar,28.7,298
PROD-0819,Moda Item 819,Moda,344.98,256
PROD-0820,Electrohogar Item 820,Electrohogar,3430.79,189
PROD-0821,Moda Item 821,Moda,196.54,181
PROD-0822,Calzado Item 822,Calzado,469.58,396
PROD-0823,Tecnología Item 823,Tecnología,5334.85,92
PROD-0824,Hogar Item 824,Hogar,337.64,395
PROD-0825,Calzado Item 825,Calzado,119.45,266
PROD-0826,Calzado Item 826,Calzado,446.68,133
PROD-0827,Electrohogar Item 827,Electrohogar,3079.99,204
PROD-0828,Electrohogar Item 828,Electrohogar,1365.87,253
PROD-0829,Moda Item 829,Moda,36.37,299
PROD-0830,Moda Item 830,Moda,79.61,332
PROD-0831,Calzado Item 831,Calzado,415.48,276
PROD-0832,Electrohogar Item 832,Electrohogar,3086.18,336
PROD-0833,Tecnología Item 833,Tecnología,1873.82,238
PROD-0834,Hogar Item 834,Hogar,1142.73,41
PROD-0835,Moda Item 835,Moda,100.18,14
PROD-0836,Calzado Item 836,Calzado,222.38,230
PROD-0837,Calzado Item 837,Calzado,280.66,344
PROD-0838,Hogar Item 838,Hogar,630.26,206
PROD-0839,Hogar Item 839,Hogar,100.69,5
PROD-0840,Moda Item 840,Moda,266.9,439
PROD-0841,Moda Item 841,Moda,53.09,220
PROD-0842,Electrohogar Item 842,Electrohogar,4129.74,118
PROD-0843,Moda Item 843,Moda,43.73,467
PROD-0844,Calzado Item 844,Calzado,399.57,160
PROD-0845,Calzado Item 845,Calzado,570.72,53
PROD-0846,Moda Item 846,Moda,89.48,298
PROD-0847,Moda Item 847,Moda,334.35,373
PROD-0848,Calzado Item 848,Calzado,593.66,56
PROD-0849,Hogar Item 849,Hogar,86.69,228
PROD-0850,Moda Item 850,Moda,151.72,272
PROD-0851,Electrohogar Item 851,Electrohogar,4175.61,74
PROD-0852,Moda Item 852,Moda,252.84,204
PROD-0853,Moda Item 853,Moda,53.94,443
PROD-0854,Tecnología Item 854,Tecnología,6955.65,458
PROD-0855,Electrohogar Item 855,Electrohogar,1241.94,427
PROD-0856,Moda Item 856,Moda,204.88,65
PROD-0857,Moda Item 857,Moda,292.83,11
PROD-0858,Tecnología Item 858,Tecnología,4787.32,456
PROD-0859,Calzado Item 859,Calzado,476.88,411
PROD-0860,Calzado Item 860,Calzado,358.0,425
PROD-0861,Calzado Item 861,Calzado,276.97,262
PROD-0862,Calzado Item 862,Calzado,346.06,292
PROD-0863,Hogar Item 863,Hogar,710.55,206
PROD-0864,Electrohogar Item 864,Electrohogar,2459.83,234
PROD-0865,Hogar Item 865,Hogar,1044.59,331
PROD-0866,Moda Item 866,Moda,130.59,173
PROD-0867,Calzado Item 867,Calzado,303.03,383
PROD-0868,Moda Item 868,Moda,144.38,390
PROD-0869,Moda Item 869,Moda,234.81,97
PROD-0870,Calzado Item 870,Calzado,333.92,276
PROD-0871,Hogar Item 871,Hogar,872.38,257
PROD-0872,Moda Item 872,Moda,89.33,200
PROD-0873,Tecnología Item 873,Tecnología,1977.02,155
PROD-0874,Hogar Item 874,Hogar,554.62,250
PROD-0875,Calzado Item 875,Calzado,215.4,459
PROD-0876,Tecnología Item 876,Tecnología,2968.76,142
PROD-0877,Electrohogar Item 877,Electrohogar,3783.12,71
PROD-0878,Electrohogar Item 878,Electrohogar,786.03,44
PROD-0879,Calzado Item 879,Calzado,168.84,70
PROD-0880,Hogar Item 880,Hogar,79.74,392
PROD-0881,Moda Item 881,Moda,175.48,16
PROD-0882,Moda Item 882,Moda,199.46,243
PROD-0883,Calzado Item 883,Calzado,322.81,500
PROD-0884,Moda Item 884,Moda,251.75,180
PROD-0885,Calzado Item 885,Calzado,385.14,15
PROD-0886,Electrohogar Item 886,Electrohogar,4405.19,441
PROD-0887,Calzado Item 887,Calzado,382.86,294
PROD-0888,Tecnología Item 888,Tecnología,6452.78,109
PROD-0889,Hogar Item 889,Hogar,241.35,228
PROD-0890,Electrohogar Item 890,Electrohogar,4317.05,446
PROD-0891,Moda Item 891,Moda,129.91,63
PROD-0892,Moda Item 892,Moda,96.92,440
PROD-0893,Electrohogar Item 893,Electrohogar,974.39,294
PROD-0894,Tecnología Item 894,Tecnología,3592.7,263
PROD-0895,Calzado Item 895,Calzado,178.32,207
PROD-0896,Calzado Item 896,Calzado,481.5,402
PROD-0897,Moda Item 897,Moda,184.04,157
PROD-0898,Calzado Item 898,Calzado,181.61,114
PROD-0899,Electrohogar Item 899,Electrohogar,1161.27,387
PROD-0900,Moda Item 900,Moda,147.88,482
PROD-0901,Hogar Item 901,Hogar,1069.42,249
PROD-0902,Calzado Item 902,Calzado,139.77,88
PROD-0903,Calzado Item 903,Calzado,220.71,447
PROD-0904,Electrohogar Item 904,Electrohogar,1683.09,421
PROD-0905,Electrohogar Item 905,Electrohogar,2785.45,212
PROD-0906,Moda Item 906,Moda,84.52,81
PROD-0907,Moda Item 907,Moda,339.65,453
PROD-0908,Tecnología Item 908,Tecnología,5844.05,489
PROD-0909,Moda Item 909,Moda,295.31,100
PROD-0910,Moda Item 910,Moda,214.04,451
PROD-0911,Hogar Item 911,Hogar,1082.06,105
PROD-0912,Hogar Item 912,Hogar,134.98,148
PROD-0913,Hogar Item 913,Hogar,1158.78,408
PROD-0914,Calzado Item 914,Calzado,226.87,385
PROD-0915,Moda Item 915,Moda,52.52,400
PROD-0916,Moda Item 916,Moda,331.56,195
PROD-0917,Calzado Item 917,Calzado,168.04,333
PROD-0918,Calzado Item 918,Calzado,118.8,69
PROD-0919,Moda Item 919,Moda,251.47,76
PROD-0920,Electrohogar Item 920,Electrohogar,3725.22,363
PROD-0921,Moda Item 921,Moda,232.87,202
PROD-0922,Moda Item 922,Moda,314.53,40
PROD-0923,Calzado Item 923,Calzado,173.56,463
PROD-0924,Hogar Item 924,Hogar,1180.12,173
PROD-0925,Hogar Item 925,Hogar,293.83,460
PROD-0926,Hogar Item 926,Hogar,1105.81,90
PROD-0927,Calzado Item 927,Calzado,500.91,24
PROD-0928,Moda Item 928,Moda,75.93,430
PROD-0929,Calzado Item 929,Calzado,264.05,297
PROD-0930,Moda Item 930,Moda,166.87,165
PROD-0931,Moda Item 931,Moda,58.96,418
PROD-0932,Hogar Item 932,Hogar,278.66,9
PROD-0933,Electrohogar Item 933,Electrohogar,2312.46,159
PROD-0934,Calzado Item 934,Calzado,249.88,186
PROD-0935,Moda Item 935,Moda,173.29,91
PROD-0936,Tecnología Item 936,Tecnología,1597.61,136
PROD-0937,Hogar Item 937,Hogar,650.49,479
PROD-0938,Tecnología Item 938,Tecnología,527.56,386
PROD-0939,Tecnología Item 939,Tecnología,1214.68,367
PROD-0940,Moda Item 940,Moda,111.15,411
PROD-0941,Electrohogar Item 941,Electrohogar,2577.75,267
PROD-0942,Tecnología Item 942,Tecnología,1695.17,257
PROD-0943,Moda Item 943,Moda,96.07,405
PROD-0944,Moda Item 944,Moda,300.26,303
PROD-0945,Electrohogar Item 945,Electrohogar,3274.43,58
PROD-0946,Hogar Item 946,Hogar,165.7,414
PROD-0947,Calzado Item 947,Calzado,272.23,119
PROD-0948,Moda Item 948,Moda,128.94,427
PROD-0949,Tecnología Item 949,Tecnología,5599.76,145
PROD-0950,Calzado Item 950,Calzado,219.79,338
PROD-0951,Moda Item 951,Moda,54.6,491
PROD-0952,Hogar Item 952,Hogar,393.66,479
PROD-0953,Moda Item 953,Moda,228.26,97
PROD-0954,Hogar Item 954,Hogar,1027.43,305
PROD-0955,Hogar Item 955,Hogar,117.8,23
PROD-0956,Tecnología Item 956,Tecnología,5036.43,46
PROD-0957,Tecnología Item 957,Tecnología,4894.93,226
PROD-0958,Tecnología Item 958,Tecnología,275.58,126
PROD-0959,Calzado Item 959,Calzado,269.45,440
PROD-0960,Calzado Item 960,Calzado,345.47,161
PROD-0961,Calzado Item 961,Calzado,351.33,208
PROD-0962,Electrohogar Item 962,Electrohogar,1811.91,386
PROD-0963,Electrohogar Item 963,Electrohogar,4408.26,411
PROD-0964,Hogar Item 964,Hogar,272.99,383
PROD-0965,Calzado Item 965,Calzado,291.11,74
PROD-0966,Moda Item 966,Moda,105.54,412
PROD-0967,Hogar Item 967,Hogar,973.88,363
PROD-0968,Tecnología Item 968,Tecnología,5621.85,242
PROD-0969,Moda Item 969,Moda,250.85,232
PROD-0970,Electrohogar Item 970,Electrohogar,3409.41,241
PROD-0971,Tecnología Item 971,Tecnología,380.83,4
PROD-0972,Hogar Item 972,Hogar,71.82,196
PROD-0973,Tecnología Item 973,Tecnología,3235.28,115
PROD-0974,Tecnología Item 974,Tecnología,3063.11,419
PROD-0975,Moda Item 975,Moda,134.02,252
PROD-0976,Moda Item 976,Moda,341.32,215
PROD-0977,Hogar Item 977,Hogar,932.06,136
PROD-0978,Tecnología Item 978,Tecnología,1012.17,148
PROD-0979,Electrohogar Item 979,Electrohogar,2459.18,207
PROD-0980,Electrohogar Item 980,Electrohogar,1602.25,348
PROD-0981,Tecnología Item 981,Tecnología,1343.02,486
PROD-0982,Electrohogar Item 982,Electrohogar,4354.13,76
PROD-0983,Electrohogar Item 983,Electrohogar,2084.44,330
PROD-0984,Moda Item 984,Moda,184.44,228
PROD-0985,Moda Item 985,Moda,241.18,412
PROD-0986,Tecnología Item 986,Tecnología,6715.69,10
PROD-0987,Moda Item 987,Moda,209.43,468
PROD-0988,Electrohogar Item 988,Electrohogar,2599.47,260
PROD-0989,Moda Item 989,Moda,202.17,295
PROD-0990,Tecnología Item 990,Tecnología,3731.28,419
PROD-0991,Tecnología Item 991,Tecnología,4196.82,376
PROD-0992,Electrohogar Item 992,Electrohogar,4384.58,228
PROD-0993,Calzado Item 993,Calzado,99.33,48
